1:adds 2:removes 3:delays 4:barriers 5:executions 6:time 7:mode
4 2 0 2 1 0.0 NoVerify
4 2 0 2 1 0.0 Counting
4 2 0 0 1 0.0 Linearization
4 3 0 0 1 0.0 Unmonitored
4 3 0 2 1 0.0 NoVerify
4 3 0 2 1 0.0 Counting
4 3 0 0 1 0.0 Linearization
4 4 0 0 1 0.0 Unmonitored
4 4 0 2 1 0.0 NoVerify
4 4 0 2 1 0.0 Counting
4 4 0 0 1 0.0 Linearization
1 1 1 0 2 0.0 Unmonitored
1 1 1 2 2 0.0 NoVerify
1 1 1 2 2 0.0 Counting
1 1 1 0 2 0.0 Linearization
1 2 1 0 3 0.0 Unmonitored
1 2 1 2 3 0.0 NoVerify
1 2 1 2 3 0.0 Counting
1 2 1 0 3 0.0 Linearization
1 3 1 0 4 0.0 Unmonitored
1 3 1 2 4 0.0 NoVerify
1 3 1 2 4 0.0 Counting
1 3 1 0 4 0.0 Linearization
1 4 1 0 5 0.0 Unmonitored
1 4 1 2 5 0.0 NoVerify
1 4 1 2 5 0.0 Counting
1 4 1 0 5 0.0 Linearization
2 1 1 0 3 0.0 Unmonitored
2 1 1 2 3 0.0 NoVerify
2 1 1 2 3 0.0 Counting
2 1 1 0 3 0.0 Linearization
2 2 1 0 4 0.0 Unmonitored
2 2 1 2 4 0.0 NoVerify
2 2 1 2 4 0.0 Counting
2 2 1 0 4 0.0 Linearization
2 3 1 0 5 0.0 Unmonitored
2 3 1 2 5 0.0 NoVerify
2 3 1 2 5 0.0 Counting
2 3 1 0 5 0.0 Linearization
2 4 1 0 6 0.0 Unmonitored
2 4 1 2 6 0.0 NoVerify
2 4 1 2 6 0.0 Counting
2 4 1 0 6 0.0 Linearization
3 1 1 0 4 0.0 Unmonitored
3 1 1 2 4 0.0 NoVerify
3 1 1 2 4 0.0 Counting
3 1 1 0 4 0.0 Linearization
3 2 1 0 5 0.0 Unmonitored
3 2 1 2 5 0.0 NoVerify
3 2 1 2 5 0.0 Counting
3 2 1 0 5 0.0 Linearization
3 3 1 0 6 0.0 Unmonitored
3 3 1 2 6 0.0 NoVerify
3 3 1 2 6 0.0 Counting
3 3 1 0 6 0.0 Linearization
3 4 1 0 7 0.0 Unmonitored
3 4 1 2 7 0.0 NoVerify
3 4 1 2 7 0.0 Counting
3 4 1 0 7 0.0 Linearization
4 1 1 0 5 0.0 Unmonitored
4 1 1 2 5 0.0 NoVerify
4 1 1 2 5 0.0 Counting
4 1 1 0 5 0.0 Linearization
4 2 1 0 6 0.0 Unmonitored
4 2 1 2 6 0.0 NoVerify
4 2 1 2 6 0.0 Counting
4 2 1 0 6 0.0 Linearization
4 3 1 0 7 0.0 Unmonitored
4 3 1 2 7 0.0 NoVerify
4 3 1 2 7 0.0 Counting
4 3 1 0 7 0.0 Linearization
4 4 1 0 8 0.0 Unmonitored
4 4 1 2 8 0.0 NoVerify
4 4 1 2 8 0.0 Counting
4 4 1 0 8 0.0 Linearization
1 1 2 0 3 0.0 Unmonitored
1 1 2 2 3 0.0 NoVerify
1 1 2 2 3 0.0 Counting
1 1 2 0 3 0.0 Linearization
1 2 2 0 6 0.0 Unmonitored
1 2 2 2 6 0.0 NoVerify
1 2 2 2 6 0.0 Counting
1 2 2 0 6 0.0 Linearization
1 3 2 0 10 0.0 Unmonitored
1 3 2 2 10 0.0 NoVerify
1 3 2 2 10 0.0 Counting
1 3 2 0 10 0.0 Linearization
1 4 2 0 15 0.0 Unmonitored
1 4 2 2 15 0.0 NoVerify
1 4 2 2 15 0.0 Counting
1 4 2 0 15 0.0 Linearization
2 1 2 0 6 0.0 Unmonitored
2 1 2 2 6 0.0 NoVerify
2 1 2 2 6 0.0 Counting
2 1 2 0 6 0.0 Linearization
2 2 2 0 10 0.0 Unmonitored
2 2 2 2 10 0.0 NoVerify
2 2 2 2 10 0.0 Counting
2 2 2 0 10 0.0 Linearization
2 3 2 0 15 0.0 Unmonitored
2 3 2 2 15 0.0 NoVerify
2 3 2 2 15 0.0 Counting
2 3 2 0 15 0.0 Linearization
2 4 2 0 21 0.0 Unmonitored
2 4 2 2 21 0.0 NoVerify
2 4 2 2 21 0.0 Counting
2 4 2 0 21 0.0 Linearization
3 1 2 0 10 0.0 Unmonitored
3 1 2 2 10 0.0 NoVerify
3 1 2 2 10 0.0 Counting
3 1 2 0 10 0.0 Linearization
3 2 2 0 15 0.0 Unmonitored
3 2 2 2 15 0.0 NoVerify
3 2 2 2 15 0.0 Counting
3 2 2 0 15 0.0 Linearization
3 3 2 0 21 0.0 Unmonitored
3 3 2 2 21 0.0 NoVerify
3 3 2 2 21 0.0 Counting
3 3 2 0 21 0.0 Linearization
3 4 2 0 28 0.0 Unmonitored
3 4 2 2 28 0.0 NoVerify
3 4 2 2 28 0.0 Counting
3 4 2 0 28 0.0 Linearization
4 1 2 0 15 0.0 Unmonitored
4 1 2 2 15 0.0 NoVerify
4 1 2 2 15 0.0 Counting
4 1 2 0 15 0.0 Linearization
4 2 2 0 21 0.0 Unmonitored
4 2 2 2 21 0.0 NoVerify
4 2 2 2 21 0.0 Counting
4 2 2 0 21 0.0 Linearization
4 3 2 0 28 0.0 Unmonitored
4 3 2 2 28 0.0 NoVerify
4 3 2 2 28 0.0 Counting
4 3 2 0 28 0.0 Linearization
4 4 2 0 36 0.0 Unmonitored
4 4 2 2 36 0.0 NoVerify
4 4 2 2 36 0.0 Counting
4 4 2 0 36 0.0 Linearization
1 1 3 0 4 0.0 Unmonitored
1 1 3 2 4 0.0 NoVerify
1 1 3 2 4 0.0 Counting
1 1 3 0 4 0.0 Linearization
1 2 3 0 10 0.0 Unmonitored
1 2 3 2 10 0.0 NoVerify
1 2 3 2 10 0.0 Counting
1 2 3 0 10 0.0 Linearization
1 3 3 0 20 0.0 Unmonitored
1 3 3 2 20 0.0 NoVerify
1 3 3 2 20 0.0 Counting
1 3 3 0 20 0.0 Linearization
1 4 3 0 35 0.0 Unmonitored
1 4 3 2 35 0.0 NoVerify
1 4 3 2 35 0.0 Counting
1 4 3 0 35 0.0 Linearization
2 1 3 0 10 0.0 Unmonitored
2 1 3 2 10 0.0 NoVerify
2 1 3 2 10 0.0 Counting
2 1 3 0 10 0.0 Linearization
2 2 3 0 20 0.0 Unmonitored
2 2 3 2 20 0.0 NoVerify
2 2 3 2 20 0.0 Counting
2 2 3 0 20 0.0 Linearization
2 3 3 0 35 0.0 Unmonitored
2 3 3 2 35 0.0 NoVerify
2 3 3 2 35 0.0 Counting
2 3 3 0 35 0.0 Linearization
2 4 3 0 56 0.0 Unmonitored
2 4 3 2 56 0.0 NoVerify
2 4 3 2 56 0.0 Counting
2 4 3 0 56 0.01 Linearization
3 1 3 0 20 0.0 Unmonitored
3 1 3 2 20 0.0 NoVerify
3 1 3 2 20 0.0 Counting
3 1 3 0 20 0.0 Linearization
3 2 3 0 35 0.0 Unmonitored
3 2 3 2 35 0.0 NoVerify
3 2 3 2 35 0.0 Counting
3 2 3 0 35 0.0 Linearization
3 3 3 0 56 0.0 Unmonitored
3 3 3 2 56 0.0 NoVerify
3 3 3 2 56 0.0 Counting
3 3 3 0 56 0.01 Linearization
3 4 3 0 84 0.0 Unmonitored
3 4 3 2 84 0.0 NoVerify
3 4 3 2 84 0.0 Counting
3 4 3 0 84 0.01 Linearization
4 1 3 0 35 0.0 Unmonitored
4 1 3 2 35 0.0 NoVerify
4 1 3 2 35 0.0 Counting
4 1 3 0 35 0.0 Linearization
4 2 3 0 56 0.0 Unmonitored
4 2 3 2 56 0.0 NoVerify
4 2 3 2 56 0.0 Counting
4 2 3 0 56 0.0 Linearization
4 3 3 0 84 0.0 Unmonitored
4 3 3 2 84 0.0 NoVerify
4 3 3 2 84 0.0 Counting
4 3 3 0 84 0.01 Linearization
4 4 3 0 120 0.0 Unmonitored
4 4 3 2 120 0.01 NoVerify
4 4 3 2 120 0.01 Counting
4 4 3 0 120 0.01 Linearization
1 1 4 0 5 0.0 Unmonitored
1 1 4 2 5 0.0 NoVerify
1 1 4 2 5 0.0 Counting
1 1 4 0 5 0.0 Linearization
1 2 4 0 15 0.0 Unmonitored
1 2 4 2 15 0.0 NoVerify
1 2 4 2 15 0.0 Counting
1 2 4 0 15 0.0 Linearization
1 3 4 0 35 0.0 Unmonitored
1 3 4 2 35 0.0 NoVerify
1 3 4 2 35 0.0 Counting
1 3 4 0 35 0.0 Linearization
1 4 4 0 70 0.0 Unmonitored
1 4 4 2 70 0.0 NoVerify
1 4 4 2 70 0.0 Counting
1 4 4 0 70 0.0 Linearization
2 1 4 0 15 0.0 Unmonitored
2 1 4 2 15 0.0 NoVerify
2 1 4 2 15 0.0 Counting
2 1 4 0 15 0.0 Linearization
2 2 4 0 35 0.0 Unmonitored
2 2 4 2 35 0.0 NoVerify
2 2 4 2 35 0.0 Counting
2 2 4 0 35 0.0 Linearization
2 3 4 0 70 0.0 Unmonitored
2 3 4 2 70 0.0 NoVerify
2 3 4 2 70 0.0 Counting
2 3 4 0 70 0.0 Linearization
2 4 4 0 126 0.0 Unmonitored
2 4 4 2 126 0.0 NoVerify
2 4 4 2 126 0.0 Counting
2 4 4 0 126 0.01 Linearization
3 1 4 0 35 0.0 Unmonitored
3 1 4 2 35 0.0 NoVerify
3 1 4 2 35 0.0 Counting
3 1 4 0 35 0.0 Linearization
3 2 4 0 70 0.0 Unmonitored
3 2 4 2 70 0.0 NoVerify
3 2 4 2 70 0.0 Counting
3 2 4 0 70 0.0 Linearization
3 3 4 0 126 0.0 Unmonitored
3 3 4 2 126 0.0 NoVerify
3 3 4 2 126 0.01 Counting
3 3 4 0 126 0.01 Linearization
3 4 4 0 210 0.01 Unmonitored
3 4 4 2 210 0.01 NoVerify
3 4 4 2 210 0.01 Counting
3 4 4 0 210 0.02 Linearization
4 1 4 0 70 0.0 Unmonitored
4 1 4 2 70 0.0 NoVerify
4 1 4 2 70 0.0 Counting
4 1 4 0 70 0.0 Linearization
4 2 4 0 126 0.0 Unmonitored
4 2 4 2 126 0.01 NoVerify
4 2 4 2 126 0.01 Counting
4 2 4 0 126 0.01 Linearization
4 3 4 0 210 0.01 Unmonitored
4 3 4 2 210 0.01 NoVerify
4 3 4 2 210 0.01 Counting
4 3 4 0 210 0.02 Linearization
4 4 4 0 330 0.01 Unmonitored
4 4 4 2 330 0.02 NoVerify
4 4 4 2 330 0.02 Counting
4 4 4 0 330 0.04 Linearization
1 1 5 0 6 0.0 Unmonitored
1 1 5 2 6 0.0 NoVerify
1 1 5 2 6 0.0 Counting
1 1 5 0 6 0.0 Linearization
1 2 5 0 21 0.0 Unmonitored
1 2 5 2 21 0.0 NoVerify
1 2 5 2 21 0.0 Counting
1 2 5 0 21 0.0 Linearization
1 3 5 0 56 0.0 Unmonitored
1 3 5 2 56 0.0 NoVerify
1 3 5 2 56 0.0 Counting
1 3 5 0 56 0.0 Linearization
1 4 5 0 126 0.0 Unmonitored
1 4 5 2 126 0.0 NoVerify
1 4 5 2 126 0.0 Counting
1 4 5 0 126 0.01 Linearization
2 1 5 0 21 0.0 Unmonitored
2 1 5 2 21 0.0 NoVerify
2 1 5 2 21 0.0 Counting
2 1 5 0 21 0.0 Linearization
2 2 5 0 56 0.0 Unmonitored
2 2 5 2 56 0.0 NoVerify
2 2 5 2 56 0.0 Counting
2 2 5 0 56 0.0 Linearization
2 3 5 0 126 0.0 Unmonitored
2 3 5 2 126 0.0 NoVerify
2 3 5 2 126 0.0 Counting
2 3 5 0 126 0.01 Linearization
2 4 5 0 252 0.01 Unmonitored
2 4 5 2 252 0.01 NoVerify
2 4 5 2 252 0.01 Counting
2 4 5 0 252 0.02 Linearization
3 1 5 0 56 0.0 Unmonitored
3 1 5 2 56 0.0 NoVerify
3 1 5 2 56 0.0 Counting
3 1 5 0 56 0.0 Linearization
3 2 5 0 126 0.0 Unmonitored
3 2 5 2 126 0.0 NoVerify
3 2 5 2 126 0.0 Counting
3 2 5 0 126 0.01 Linearization
3 3 5 0 252 0.01 Unmonitored
3 3 5 2 252 0.01 NoVerify
3 3 5 2 252 0.01 Counting
3 3 5 0 252 0.02 Linearization
3 4 5 0 462 0.01 Unmonitored
3 4 5 2 462 0.02 NoVerify
3 4 5 2 462 0.02 Counting
3 4 5 0 462 0.05 Linearization
4 1 5 0 126 0.0 Unmonitored
4 1 5 2 126 0.0 NoVerify
4 1 5 2 126 0.0 Counting
4 1 5 0 126 0.01 Linearization
4 2 5 0 252 0.01 Unmonitored
4 2 5 2 252 0.01 NoVerify
4 2 5 2 252 0.01 Counting
4 2 5 0 252 0.02 Linearization
4 3 5 0 462 0.02 Unmonitored
4 3 5 2 462 0.02 NoVerify
4 3 5 2 462 0.03 Counting
4 3 5 0 462 0.05 Linearization
4 4 5 0 792 0.03 Unmonitored
4 4 5 2 792 0.04 NoVerify
4 4 5 2 792 0.05 Counting
4 4 5 0 792 0.09 Linearization
