1:adds 2:removes 3:delays 4:barriers 5:executions 6:time 7:bad_executions 8:bad_histories 9:covered 10:c_executions 11:c_histories
3 1 0 0 1 0.0 0 0 0 0 0
3 1 0 1 1 0.0 0 0 0 0 0
3 1 0 2 1 0.0 0 0 0 0 0
3 1 0 3 1 0.0 0 0 0 0 0
3 1 0 4 1 0.0 0 0 0 0 0
3 2 0 0 1 0.0 0 0 0 0 0
3 2 0 1 1 0.0 0 0 0 0 0
3 2 0 2 1 0.0 0 0 0 0 0
3 2 0 3 1 0.0 0 0 0 0 0
3 2 0 4 1 0.0 0 0 0 0 0
3 3 0 0 1 0.0 0 0 0 0 0
3 3 0 1 1 0.0 0 0 0 0 0
3 3 0 2 1 0.0 0 0 0 0 0
3 3 0 3 1 0.0 0 0 0 0 0
3 3 0 4 1 0.0 0 0 0 0 0
3 4 0 0 1 0.0 0 0 0 0 0
3 4 0 1 1 0.0 0 0 0 0 0
3 4 0 2 1 0.0 0 0 0 0 0
3 4 0 3 1 0.0 0 0 0 0 0
3 4 0 4 1 0.0 0 0 0 0 0
4 1 0 0 1 0.0 0 0 0 0 0
4 1 0 1 1 0.0 0 0 0 0 0
4 1 0 2 1 0.0 0 0 0 0 0
4 1 0 3 1 0.0 0 0 0 0 0
4 1 0 4 1 0.0 0 0 0 0 0
4 2 0 0 1 0.0 0 0 0 0 0
4 2 0 1 1 0.0 0 0 0 0 0
4 2 0 2 1 0.0 0 0 0 0 0
4 2 0 3 1 0.0 0 0 0 0 0
4 2 0 4 1 0.0 0 0 0 0 0
4 3 0 0 1 0.0 0 0 0 0 0
4 3 0 1 1 0.0 0 0 0 0 0
4 3 0 2 1 0.0 0 0 0 0 0
4 3 0 3 1 0.0 0 0 0 0 0
4 3 0 4 1 0.0 0 0 0 0 0
4 4 0 0 1 0.0 0 0 0 0 0
4 4 0 1 1 0.0 0 0 0 0 0
4 4 0 2 1 0.0 0 0 0 0 0
4 4 0 3 1 0.0 0 0 0 0 0
4 4 0 4 1 0.0 0 0 0 0 0
1 1 1 0 6 0.0 0 0 0 0 0
1 1 1 1 6 0.0 0 0 0 0 0
1 1 1 2 6 0.0 0 0 0 0 0
1 1 1 3 6 0.0 0 0 0 0 0
1 1 1 4 6 0.0 0 0 0 0 0
1 2 1 0 10 0.0 0 0 0 0 0
1 2 1 1 10 0.0 0 0 0 0 0
1 2 1 2 10 0.0 0 0 0 0 0
1 2 1 3 10 0.0 0 0 0 0 0
1 2 1 4 10 0.0 0 0 0 0 0
1 3 1 0 14 0.0 0 0 0 0 0
1 3 1 1 14 0.0 0 0 0 0 0
1 3 1 2 14 0.0 0 0 0 0 0
1 3 1 3 14 0.0 0 0 0 0 0
1 3 1 4 14 0.0 0 0 0 0 0
1 4 1 0 18 0.0 0 0 0 0 0
1 4 1 1 18 0.0 0 0 0 0 0
1 4 1 2 18 0.0 0 0 0 0 0
1 4 1 3 18 0.0 0 0 0 0 0
1 4 1 4 18 0.0 0 0 0 0 0
2 1 1 0 11 0.0 0 0 0 0 0
2 1 1 1 11 0.0 0 0 0 0 0
2 1 1 2 11 0.0 0 0 0 0 0
2 1 1 3 11 0.0 0 0 0 0 0
2 1 1 4 11 0.0 0 0 0 0 0
2 2 1 0 15 0.0 0 0 0 0 0
2 2 1 1 15 0.0 0 0 0 0 0
2 2 1 2 15 0.0 0 0 0 0 0
2 2 1 3 15 0.0 0 0 0 0 0
2 2 1 4 15 0.0 0 0 0 0 0
2 3 1 0 19 0.0 0 0 0 0 0
2 3 1 1 19 0.0 0 0 0 0 0
2 3 1 2 19 0.0 0 0 0 0 0
2 3 1 3 19 0.0 0 0 0 0 0
2 3 1 4 19 0.0 0 0 0 0 0
2 4 1 0 23 0.0 0 0 0 0 0
2 4 1 1 23 0.0 0 0 0 0 0
2 4 1 2 23 0.0 0 0 0 0 0
2 4 1 3 23 0.0 0 0 0 0 0
2 4 1 4 23 0.0 0 0 0 0 0
3 1 1 0 16 0.0 0 0 0 0 0
3 1 1 1 16 0.0 0 0 0 0 0
3 1 1 2 16 0.0 0 0 0 0 0
3 1 1 3 16 0.0 0 0 0 0 0
3 1 1 4 16 0.0 0 0 0 0 0
3 2 1 0 20 0.0 0 0 0 0 0
3 2 1 1 20 0.0 0 0 0 0 0
3 2 1 2 20 0.0 0 0 0 0 0
3 2 1 3 20 0.0 0 0 0 0 0
3 2 1 4 20 0.0 0 0 0 0 0
3 3 1 0 24 0.0 0 0 0 0 0
3 3 1 1 24 0.0 0 0 0 0 0
3 3 1 2 24 0.0 0 0 0 0 0
3 3 1 3 24 0.0 0 0 0 0 0
3 3 1 4 24 0.0 0 0 0 0 0
3 4 1 0 28 0.0 0 0 0 0 0
3 4 1 1 28 0.01 0 0 0 0 0
3 4 1 2 28 0.01 0 0 0 0 0
3 4 1 3 28 0.01 0 0 0 0 0
3 4 1 4 28 0.01 0 0 0 0 0
4 1 1 0 21 0.0 0 0 0 0 0
4 1 1 1 21 0.0 0 0 0 0 0
4 1 1 2 21 0.0 0 0 0 0 0
4 1 1 3 21 0.0 0 0 0 0 0
4 1 1 4 21 0.0 0 0 0 0 0
4 2 1 0 25 0.0 0 0 0 0 0
4 2 1 1 25 0.0 0 0 0 0 0
4 2 1 2 25 0.0 0 0 0 0 0
4 2 1 3 25 0.0 0 0 0 0 0
4 2 1 4 25 0.0 0 0 0 0 0
4 3 1 0 29 0.0 0 0 0 0 0
4 3 1 1 29 0.0 0 0 0 0 0
4 3 1 2 29 0.0 0 0 0 0 0
4 3 1 3 29 0.01 0 0 0 0 0
4 3 1 4 29 0.01 0 0 0 0 0
4 4 1 0 33 0.01 0 0 0 0 0
4 4 1 1 33 0.01 0 0 0 0 0
4 4 1 2 33 0.01 0 0 0 0 0
4 4 1 3 33 0.01 0 0 0 0 0
4 4 1 4 33 0.01 0 0 0 0 0
1 1 2 0 30 0.0 0 0 0 0 0
1 1 2 1 30 0.0 0 0 0 0 0
1 1 2 2 30 0.0 0 0 0 0 0
1 1 2 3 30 0.0 0 0 0 0 0
1 1 2 4 30 0.0 0 0 0 0 0
1 2 2 0 70 0.0 0 0 0 0 0
1 2 2 1 70 0.0 0 0 0 0 0
1 2 2 2 70 0.0 0 0 0 0 0
1 2 2 3 70 0.0 0 0 0 0 0
1 2 2 4 70 0.0 0 0 0 0 0
1 3 2 0 126 0.01 0 0 0 0 0
1 3 2 1 126 0.01 0 0 0 0 0
1 3 2 2 126 0.01 0 0 0 0 0
1 3 2 3 126 0.01 0 0 0 0 0
1 3 2 4 126 0.01 0 0 0 0 0
1 4 2 0 198 0.03 0 0 0 0 0
1 4 2 1 198 0.03 0 0 0 0 0
1 4 2 2 198 0.03 0 0 0 0 0
1 4 2 3 198 0.03 0 0 0 0 0
1 4 2 4 198 0.03 0 0 0 0 0
2 1 2 0 79 0.0 0 0 0 0 0
2 1 2 1 79 0.0 0 0 0 0 0
2 1 2 2 79 0.01 0 0 0 0 0
2 1 2 3 79 0.0 0 0 0 0 0
2 1 2 4 79 0.0 0 0 0 0 0
2 2 2 0 143 0.02 0 0 0 0 0
2 2 2 1 143 0.01 0 0 0 0 0
2 2 2 2 143 0.02 0 0 0 0 0
2 2 2 3 143 0.02 0 0 0 0 0
2 2 2 4 143 0.01 0 0 0 0 0
2 3 2 0 219 0.03 0 0 0 0 0
2 3 2 1 219 0.03 0 0 0 0 0
2 3 2 2 219 0.04 0 0 0 0 0
2 3 2 3 219 0.03 0 0 0 0 0
2 3 2 4 219 0.04 0 0 0 0 0
2 4 2 0 311 0.07 0 0 0 0 0
2 4 2 1 311 0.07 0 0 0 0 0
2 4 2 2 311 0.07 0 0 0 0 0
2 4 2 3 311 0.07 0 0 0 0 0
2 4 2 4 311 0.07 0 0 0 0 0
3 1 2 0 157 0.02 0 0 0 0 0
3 1 2 1 157 0.02 0 0 0 0 0
3 1 2 2 157 0.02 0 0 0 0 0
3 1 2 3 157 0.02 0 0 0 0 0
3 1 2 4 157 0.01 0 0 0 0 0
3 2 2 0 237 0.04 0 0 0 0 0
3 2 2 1 237 0.04 0 0 0 0 0
3 2 2 2 237 0.04 0 0 0 0 0
3 2 2 3 237 0.04 0 0 0 0 0
3 2 2 4 237 0.04 0 0 0 0 0
3 3 2 0 337 0.07 0 0 0 0 0
3 3 2 1 337 0.08 0 0 0 0 0
3 3 2 2 337 0.07 0 0 0 0 0
3 3 2 3 337 0.08 0 0 0 0 0
3 3 2 4 337 0.07 0 0 0 0 0
3 4 2 0 449 0.14 0 0 0 0 0
3 4 2 1 449 0.14 0 0 0 0 0
3 4 2 2 449 0.15 0 0 0 0 0
3 4 2 3 449 0.15 0 0 0 0 0
3 4 2 4 449 0.14 0 0 0 0 0
4 1 2 0 260 0.03 0 0 0 0 0
4 1 2 1 260 0.04 0 0 0 0 0
4 1 2 2 260 0.04 0 0 0 0 0
4 1 2 3 260 0.04 0 0 0 0 0
4 1 2 4 260 0.03 0 0 0 0 0
4 2 2 0 360 0.07 0 0 0 0 0
4 2 2 1 360 0.08 0 0 0 0 0
4 2 2 2 360 0.08 0 0 0 0 0
4 2 2 3 360 0.08 0 0 0 0 0
4 2 2 4 360 0.08 0 0 0 0 0
4 3 2 0 476 0.16 0 0 0 0 0
4 3 2 1 476 0.16 0 0 0 0 0
4 3 2 2 476 0.16 0 0 0 0 0
4 3 2 3 476 0.16 0 0 0 0 0
4 3 2 4 476 0.16 0 0 0 0 0
4 4 2 0 612 0.27 0 0 0 0 0
4 4 2 1 612 0.28 0 0 0 0 0
4 4 2 2 612 0.31 0 0 0 0 0
4 4 2 3 612 0.29 0 0 0 0 0
4 4 2 4 612 0.29 0 0 0 0 0
1 1 3 0 94 0.0 0 0 0 0 0
1 1 3 1 94 0.0 0 0 0 0 0
1 1 3 2 94 0.0 0 0 0 0 0
1 1 3 3 94 0.0 0 0 0 0 0
1 1 3 4 94 0.0 0 0 0 0 0
1 2 3 0 350 0.02 0 0 0 0 0
1 2 3 1 350 0.02 0 0 0 0 0
1 2 3 2 350 0.02 0 0 0 0 0
1 2 3 3 350 0.02 0 0 0 0 0
1 2 3 4 350 0.02 0 0 0 0 0
1 3 3 0 842 0.09 0 0 0 0 0
1 3 3 1 842 0.1 0 0 0 0 0
1 3 3 2 842 0.09 0 0 0 0 0
1 3 3 3 842 0.1 0 0 0 0 0
1 3 3 4 842 0.09 0 0 0 0 0
1 4 3 0 1570 0.31 0 0 0 0 0
1 4 3 1 1570 0.31 0 0 0 0 0
1 4 3 2 1570 0.31 0 0 0 0 0
1 4 3 3 1570 0.31 0 0 0 0 0
1 4 3 4 1570 0.31 0 0 0 0 0
2 1 3 0 456 0.03 0 0 0 0 0
2 1 3 1 456 0.03 0 0 0 0 0
2 1 3 2 456 0.03 0 0 0 0 0
2 1 3 3 456 0.03 0 0 0 0 0
2 1 3 4 456 0.03 0 0 0 0 0
2 2 3 0 988 0.12 0 0 0 0 0
2 2 3 1 988 0.12 0 0 0 0 0
2 2 3 2 988 0.12 0 0 0 0 0
2 2 3 3 988 0.12 0 0 0 0 0
2 2 3 4 988 0.12 0 0 0 0 0
2 3 3 0 1896 0.4 0 0 0 0 0
2 3 3 1 1896 0.42 0 0 0 0 0
2 3 3 2 1896 0.4 0 0 0 0 0
2 3 3 3 1896 0.4 0 0 0 0 0
2 3 3 4 1896 0.4 0 0 0 0 0
2 4 3 0 3140 1.11 0 0 0 0 0
2 4 3 1 3140 1.12 0 0 0 0 0
2 4 3 2 3140 1.14 0 0 0 0 0
2 4 3 3 3140 1.13 0 0 0 0 0
2 4 3 4 3140 1.14 0 0 0 0 0
3 1 3 0 1218 0.14 0 0 0 0 0
3 1 3 1 1218 0.14 0 0 0 0 0
3 1 3 2 1218 0.14 0 0 0 0 0
3 1 3 3 1218 0.14 0 0 0 0 0
3 1 3 4 1218 0.14 0 0 0 0 0
3 2 3 0 2160 0.48 0 0 0 0 0
3 2 3 1 2160 0.48 0 0 0 0 0
3 2 3 2 2160 0.47 0 0 0 0 0
3 2 3 3 2160 0.49 0 0 0 0 0
3 2 3 4 2160 0.49 0 0 0 0 0
3 3 3 0 3512 1.32 0 0 0 0 0
3 3 3 1 3512 1.34 0 0 0 0 0
3 3 3 2 3512 1.34 0 0 0 0 0
3 3 3 3 3512 1.35 0 0 0 0 0
3 3 3 4 3512 1.34 0 0 0 0 0
3 4 3 0 5368 3600.3 0 0 0 0 0
3 4 3 1 5368 3.65 0 0 0 0 0
3 4 3 2 5368 3.5 0 0 0 0 0
3 4 3 3 5368 3.7 0 0 0 0 0
3 4 3 4 5368 3.75 0 0 0 0 0
4 1 3 0 2513 0.51 0 0 0 0 0
4 1 3 1 2513 0.54 0 0 0 0 0
4 1 3 2 2513 0.51 0 0 0 0 0
4 1 3 3 2513 0.5 0 0 0 0 0
4 1 3 4 2513 0.5 0 0 0 0 0
4 2 3 0 3933 1.49 0 0 0 0 0
4 2 3 1 3933 1.51 0 0 0 0 0
4 2 3 2 3933 1.55 0 0 0 0 0
4 2 3 3 3933 1.55 0 0 0 0 0
4 2 3 4 3933 1.5 0 0 0 0 0
4 3 3 0 5875 3.85 0 0 0 0 0
4 3 3 1 5875 3.84 0 0 0 0 0
4 3 3 2 5875 3.85 0 0 0 0 0
4 3 3 3 5875 3.99 0 0 0 0 0
4 3 3 4 5875 3.79 0 0 0 0 0
4 4 3 0 8343 533.2 0 0 0 0 0
4 4 3 1 8343 8.63 0 0 0 0 0
4 4 3 2 8343 8.53 0 0 0 0 0
4 4 3 3 8343 8.54 0 0 0 0 0
4 4 3 4 8343 8.65 0 0 0 0 0
1 1 4 0 286 0.01 0 0 0 0 0
1 1 4 1 286 0.01 0 0 0 0 0
1 1 4 2 286 0.01 0 0 0 0 0
1 1 4 3 286 0.01 0 0 0 0 0
1 1 4 4 286 0.01 0 0 0 0 0
1 2 4 0 1476 0.09 0 0 0 0 0
1 2 4 1 1476 0.09 0 0 0 0 0
1 2 4 2 1476 0.09 0 0 0 0 0
1 2 4 3 1476 0.09 0 0 0 0 0
1 2 4 4 1476 0.1 0 0 0 0 0
1 3 4 0 4593 0.59 0 0 0 0 0
1 3 4 1 4593 0.58 0 0 0 0 0
1 3 4 2 4593 0.57 0 0 0 0 0
1 3 4 3 4593 0.59 0 0 0 0 0
1 3 4 4 4593 0.59 0 0 0 0 0
1 4 4 0 10129 62.19 0 0 0 0 0
1 4 4 1 10129 3.01 0 0 0 0 0
1 4 4 2 10129 2.73 0 0 0 0 0
1 4 4 3 10129 2.77 0 0 0 0 0
1 4 4 4 10129 2.7 0 0 0 0 0
2 1 4 0 2244 0.15 0 0 0 0 0
2 1 4 1 2244 0.15 0 0 0 0 0
2 1 4 2 2244 0.15 0 0 0 0 0
2 1 4 3 2244 0.15 0 0 0 0 0
2 1 4 4 2244 0.15 0 0 0 0 0
2 2 4 0 6189 0.92 0 0 0 0 0
2 2 4 1 6189 0.91 0 0 0 0 0
2 2 4 2 6189 0.89 0 0 0 0 0
2 2 4 3 6189 0.89 0 0 0 0 0
2 2 4 4 6189 0.89 0 0 0 0 0
2 3 4 0 13769 3.98 0 0 0 0 0
2 3 4 1 13769 4.08 0 0 0 0 0
2 3 4 2 13769 4.02 0 0 0 0 0
2 3 4 3 13769 4.18 0 0 0 0 0
2 3 4 4 13769 4.04 0 0 0 0 0
2 4 4 0 26163 14.74 0 0 0 0 0
2 4 4 1 26163 3612.91 0 0 0 0 0
2 4 4 2 26163 15.14 0 0 0 0 0
2 4 4 3 26163 15.14 0 0 0 0 0
2 4 4 4 26163 539.78 0 0 0 0 0
3 1 4 0 7967 1.1 0 0 0 0 0
3 1 4 1 7967 1.15 0 0 0 0 0
3 1 4 2 7967 1.1 0 0 0 0 0
3 1 4 3 7967 1.12 0 0 0 0 0
3 1 4 4 7967 1.12 0 0 0 0 0
3 2 4 0 16568 5.05 0 0 0 0 0
3 2 4 1 16568 4.98 0 0 0 0 0
3 2 4 2 16568 5.06 0 0 0 0 0
3 2 4 3 16568 5.01 0 0 0 0 0
3 2 4 4 16568 5.19 0 0 0 0 0
3 3 4 0 31486 18.51 0 0 0 0 0
3 3 4 1 31486 77.92 0 0 0 0 0
3 3 4 2 31486 18.7 0 0 0 0 0
3 3 4 3 31486 3615.44 0 0 0 0 0
3 3 4 4 31486 19.57 0 0 0 0 0
3 4 4 0 53274 584.69 0 0 0 0 0
3 4 4 1 53274 119.78 0 0 0 0 0
3 4 4 2 53274 585.3 0 0 0 0 0
3 4 4 3 53274 646.68 0 0 0 0 0
3 4 4 4 53274 119.52 0 0 0 0 0
4 1 4 0 20361 5.64 0 0 0 0 0
4 1 4 1 20361 5.79 0 0 0 0 0
4 1 4 2 20361 5.7 0 0 0 0 0
4 1 4 3 20361 5.91 0 0 0 0 0
4 1 4 4 20361 5.74 0 0 0 0 0
4 2 4 0 35946 547.24 0 0 0 0 0
4 2 4 1 35946 22.56 0 0 0 0 0
4 2 4 2 35946 81.78 0 0 0 0 0
4 2 4 3 35946 22.86 0 0 0 0 0
4 2 4 4 35946 546.95 0 0 0 0 0
4 3 4 0 60209 3668.67 0 0 0 0 0
4 3 4 1 60209 599.2 0 0 0 0 0
4 3 4 2 60209 3733.61 0 0 0 0 0
4 3 4 3 60209 596.59 0 0 0 0 0
4 3 4 4 60209 129.17 0 0 0 0 0
4 4 4 0 95434 7982.17 0 0 0 0 0
4 4 4 1 95434 4907.74 0 0 0 0 0
4 4 4 2 95434 4442.22 0 0 0 0 0
4 4 4 3 95434 4388.15 0 0 0 0 0
4 4 4 4 95434 4846.54 0 0 0 0 0
1 1 5 0 678 0.03 0 0 0 0 0
1 1 5 1 678 0.02 0 0 0 0 0
1 1 5 2 678 0.04 0 0 0 0 0
1 1 5 3 678 0.02 0 0 0 0 0
1 1 5 4 678 0.03 0 0 0 0 0
1 2 5 0 5445 0.44 0 0 0 0 0
1 2 5 1 5445 0.35 0 0 0 0 0
1 2 5 2 5445 0.4 0 0 0 0 0
1 2 5 3 5445 0.38 0 0 0 0 0
1 2 5 4 5445 0.35 0 0 0 0 0
1 3 5 0 21888 3.13 0 0 0 0 0
1 3 5 1 21888 3.14 0 0 0 0 0
1 3 5 2 21888 3.13 0 0 0 0 0
1 3 5 3 21888 3.1 0 0 0 0 0
1 3 5 4 21888 3.08 0 0 0 0 0
1 4 5 0 56788 19.64 0 0 0 0 0
1 4 5 1 56788 3617.22 0 0 0 0 0
1 4 5 2 56788 20.84 0 0 0 0 0
1 4 5 3 56788 19.9 0 0 0 0 0
1 4 5 4 56788 543.78 0 0 0 0 0
2 1 5 0 9244 0.63 0 0 0 0 0
2 1 5 1 9244 0.64 0 0 0 0 0
2 1 5 2 9244 0.62 0 0 0 0 0
2 1 5 3 9244 0.63 0 0 0 0 0
2 1 5 4 9244 0.63 0 0 0 0 0
2 2 5 0 32590 5.26 0 0 0 0 0
2 2 5 1 32590 5.3 0 0 0 0 0
2 2 5 2 32590 5.34 0 0 0 0 0
2 2 5 3 32590 5.42 0 0 0 0 0
2 2 5 4 32590 5.38 0 0 0 0 0
2 3 5 0 84401 3630.42 0 0 0 0 0
2 3 5 1 84401 32.23 0 0 0 0 0
2 3 5 2 84401 556.33 0 0 0 0 0
2 3 5 3 84401 91.77 0 0 0 0 0
2 3 5 4 84401 32.08 0 0 0 0 0
2 4 5 0 183070 4337.57 0 0 0 0 0
2 4 5 1 183070 4339.2 0 0 0 0 0
2 4 5 2 183070 7877.54 0 0 0 0 0
2 4 5 3 183070 4338.72 0 0 0 0 0
2 4 5 4 183070 4346.11 0 0 0 0 0
3 1 5 0 44506 7.55 0 0 0 0 0
3 1 5 1 44506 532.41 0 0 0 0 0
3 1 5 2 44506 7.67 0 0 0 0 0
3 1 5 3 44506 7.35 0 0 0 0 0
3 1 5 4 44506 7.5 0 0 0 0 0
3 2 5 0 109481 102.4 0 0 0 0 0
3 2 5 1 109481 3640.83 0 0 0 0 0
3 2 5 2 109481 569.64 0 0 0 0 0
3 2 5 3 109481 43.69 0 0 0 0 0
3 2 5 4 109481 103.19 0 0 0 0 0
3 3 5 0 239539 6818.85 0 0 0 0 0
3 3 5 1 239539 4920.52 0 0 0 0 0
3 3 5 2 239539 4454.63 0 0 0 0 0
3 3 5 3 239539 7997.21 0 0 0 0 0
3 3 5 4 239539 4922.78 0 0 0 0 0
3 4 5 0 448578 1822.84 0 0 0 0 0
3 4 5 1 448578 884.6 0 0 0 0 0
3 4 5 2 448578 859.36 0 0 0 0 0
3 4 5 3 448578 1569.13 0 0 0 0 0
3 4 5 4 448578 945.82 0 0 0 0 0
4 1 5 0 141840 57.74 0 0 0 0 0
4 1 5 1 141840 57.68 0 0 0 0 0
4 1 5 2 141840 58.0 0 0 0 0 0
4 1 5 3 141840 58.72 0 0 0 0 0
4 1 5 4 141840 58.06 0 0 0 0 0
4 2 5 0 283619 287.11 0 0 0 0 0
4 2 5 1 283619 299.02 0 0 0 0 0
4 2 5 2 283619 293.69 0 0 0 0 0
4 2 5 3 283619 296.72 0 0 0 0 0
4 2 5 4 283619 296.63 0 0 0 0 0
4 3 5 0 531813 1192.15 0 0 0 0 0
4 3 5 1 531813 1138.57 0 0 0 0 0
4 3 5 2 531813 3857.77 0 0 0 0 0
4 3 5 3 531813 1164.31 0 0 0 0 0
4 3 5 4 531813 1153.02 0 0 0 0 0
4 4 5 0 930141 4035.49 0 0 0 0 0
4 4 5 1 930141 4060.06 0 0 0 0 0
4 4 5 2 930141 4003.68 0 0 0 0 0
4 4 5 3 930141 29185.2 0 0 0 0 0
4 4 5 4 930141 33640.5 0 0 0 0 0
