1:adds 2:removes 3:delays 4:barriers 5:executions 6:time 7:mode
4 2 0 2 1 0.0 NoVerify
4 2 0 2 1 0.0 Counting
4 2 0 0 1 0.0 Linearization
4 3 0 0 1 0.0 Unmonitored
4 3 0 2 1 0.0 NoVerify
4 3 0 2 1 0.0 Counting
4 3 0 0 1 0.0 Linearization
4 4 0 0 1 0.0 Unmonitored
4 4 0 2 1 0.0 NoVerify
4 4 0 2 1 0.0 Counting
4 4 0 0 1 0.0 Linearization
1 1 1 0 6 0.0 Unmonitored
1 1 1 2 6 0.0 NoVerify
1 1 1 2 6 0.0 Counting
1 1 1 0 6 0.0 Linearization
1 2 1 0 10 0.0 Unmonitored
1 2 1 2 10 0.0 NoVerify
1 2 1 2 10 0.0 Counting
1 2 1 0 10 0.0 Linearization
1 3 1 0 14 0.0 Unmonitored
1 3 1 2 14 0.0 NoVerify
1 3 1 2 14 0.0 Counting
1 3 1 0 14 0.0 Linearization
1 4 1 0 18 0.0 Unmonitored
1 4 1 2 18 0.0 NoVerify
1 4 1 2 18 0.0 Counting
1 4 1 0 18 0.0 Linearization
2 1 1 0 11 0.0 Unmonitored
2 1 1 2 11 0.0 NoVerify
2 1 1 2 11 0.0 Counting
2 1 1 0 11 0.0 Linearization
2 2 1 0 15 0.0 Unmonitored
2 2 1 2 15 0.0 NoVerify
2 2 1 2 15 0.0 Counting
2 2 1 0 15 0.0 Linearization
2 3 1 0 19 0.0 Unmonitored
2 3 1 2 19 0.0 NoVerify
2 3 1 2 19 0.0 Counting
2 3 1 0 19 0.0 Linearization
2 4 1 0 23 0.0 Unmonitored
2 4 1 2 23 0.0 NoVerify
2 4 1 2 23 0.0 Counting
2 4 1 0 23 0.0 Linearization
3 1 1 0 16 0.0 Unmonitored
3 1 1 2 16 0.0 NoVerify
3 1 1 2 16 0.0 Counting
3 1 1 0 16 0.0 Linearization
3 2 1 0 20 0.0 Unmonitored
3 2 1 2 20 0.0 NoVerify
3 2 1 2 20 0.0 Counting
3 2 1 0 20 0.0 Linearization
3 3 1 0 24 0.0 Unmonitored
3 3 1 2 24 0.0 NoVerify
3 3 1 2 24 0.0 Counting
3 3 1 0 24 0.0 Linearization
3 4 1 0 28 0.0 Unmonitored
3 4 1 2 28 0.0 NoVerify
3 4 1 2 28 0.0 Counting
3 4 1 0 28 0.0 Linearization
4 1 1 0 21 0.0 Unmonitored
4 1 1 2 21 0.0 NoVerify
4 1 1 2 21 0.0 Counting
4 1 1 0 21 0.0 Linearization
4 2 1 0 25 0.0 Unmonitored
4 2 1 2 25 0.0 NoVerify
4 2 1 2 25 0.0 Counting
4 2 1 0 25 0.0 Linearization
4 3 1 0 29 0.0 Unmonitored
4 3 1 2 29 0.0 NoVerify
4 3 1 2 29 0.0 Counting
4 3 1 0 29 0.0 Linearization
4 4 1 0 33 0.0 Unmonitored
4 4 1 2 33 0.0 NoVerify
4 4 1 2 33 0.0 Counting
4 4 1 0 33 0.01 Linearization
1 1 2 0 30 0.0 Unmonitored
1 1 2 2 30 0.0 NoVerify
1 1 2 2 30 0.0 Counting
1 1 2 0 30 0.0 Linearization
1 2 2 0 70 0.0 Unmonitored
1 2 2 2 70 0.0 NoVerify
1 2 2 2 70 0.0 Counting
1 2 2 0 70 0.0 Linearization
1 3 2 0 126 0.0 Unmonitored
1 3 2 2 126 0.0 NoVerify
1 3 2 2 126 0.0 Counting
1 3 2 0 126 0.01 Linearization
1 4 2 0 198 0.0 Unmonitored
1 4 2 2 198 0.0 NoVerify
1 4 2 2 198 0.0 Counting
1 4 2 0 198 0.03 Linearization
2 1 2 0 79 0.0 Unmonitored
2 1 2 2 79 0.0 NoVerify
2 1 2 2 79 0.0 Counting
2 1 2 0 79 0.0 Linearization
2 2 2 0 143 0.0 Unmonitored
2 2 2 2 143 0.0 NoVerify
2 2 2 2 143 0.0 Counting
2 2 2 0 143 0.01 Linearization
2 3 2 0 219 0.01 Unmonitored
2 3 2 2 219 0.01 NoVerify
2 3 2 2 219 0.01 Counting
2 3 2 0 219 0.03 Linearization
2 4 2 0 311 0.01 Unmonitored
2 4 2 2 311 0.01 NoVerify
2 4 2 2 311 0.01 Counting
2 4 2 0 311 0.07 Linearization
3 1 2 0 157 0.0 Unmonitored
3 1 2 2 157 0.0 NoVerify
3 1 2 2 157 0.0 Counting
3 1 2 0 157 0.01 Linearization
3 2 2 0 237 0.01 Unmonitored
3 2 2 2 237 0.01 NoVerify
3 2 2 2 237 0.01 Counting
3 2 2 0 237 0.04 Linearization
3 3 2 0 337 0.01 Unmonitored
3 3 2 2 337 0.01 NoVerify
3 3 2 2 337 0.01 Counting
3 3 2 0 337 0.07 Linearization
3 4 2 0 449 0.01 Unmonitored
3 4 2 2 449 0.02 NoVerify
3 4 2 2 449 0.02 Counting
3 4 2 0 449 0.15 Linearization
4 1 2 0 260 0.01 Unmonitored
4 1 2 2 260 0.01 NoVerify
4 1 2 2 260 0.01 Counting
4 1 2 0 260 0.04 Linearization
4 2 2 0 360 0.01 Unmonitored
4 2 2 2 360 0.01 NoVerify
4 2 2 2 360 0.02 Counting
4 2 2 0 360 0.08 Linearization
4 3 2 0 476 0.01 Unmonitored
4 3 2 2 476 0.02 NoVerify
4 3 2 2 476 0.02 Counting
4 3 2 0 476 0.16 Linearization
4 4 2 0 612 0.02 Unmonitored
4 4 2 2 612 0.03 NoVerify
4 4 2 2 612 0.03 Counting
4 4 2 0 612 0.28 Linearization
1 1 3 0 94 0.0 Unmonitored
1 1 3 2 94 0.0 NoVerify
1 1 3 2 94 0.0 Counting
1 1 3 0 94 0.0 Linearization
1 2 3 0 350 0.01 Unmonitored
1 2 3 2 350 0.01 NoVerify
1 2 3 2 350 0.01 Counting
1 2 3 0 350 0.02 Linearization
1 3 3 0 842 0.02 Unmonitored
1 3 3 2 842 0.02 NoVerify
1 3 3 2 842 0.02 Counting
1 3 3 0 842 0.1 Linearization
1 4 3 0 1570 0.04 Unmonitored
1 4 3 2 1570 0.04 NoVerify
1 4 3 2 1570 0.04 Counting
1 4 3 0 1570 0.31 Linearization
2 1 3 0 456 0.01 Unmonitored
2 1 3 2 456 0.01 NoVerify
2 1 3 2 456 0.01 Counting
2 1 3 0 456 0.03 Linearization
2 2 3 0 988 0.02 Unmonitored
2 2 3 2 988 0.02 NoVerify
2 2 3 2 988 0.02 Counting
2 2 3 0 988 0.12 Linearization
2 3 3 0 1896 0.07 Unmonitored
2 3 3 2 1896 0.05 NoVerify
2 3 3 2 1896 0.06 Counting
2 3 3 0 1896 0.43 Linearization
2 4 3 0 3140 0.09 Unmonitored
2 4 3 2 3140 0.1 NoVerify
2 4 3 2 3140 0.1 Counting
2 4 3 0 3140 1.17 Linearization
3 1 3 0 1218 0.02 Unmonitored
3 1 3 2 1218 0.03 NoVerify
3 1 3 2 1218 0.03 Counting
3 1 3 0 1218 0.14 Linearization
3 2 3 0 2160 0.06 Unmonitored
3 2 3 2 2160 0.07 NoVerify
3 2 3 2 2160 0.07 Counting
3 2 3 0 2160 0.48 Linearization
3 3 3 0 3512 0.1 Unmonitored
3 3 3 2 3512 0.12 NoVerify
3 3 3 2 3512 0.13 Counting
3 3 3 0 3512 1.36 Linearization
3 4 3 0 5368 0.17 Unmonitored
3 4 3 2 5368 0.21 NoVerify
3 4 3 2 5368 0.23 Counting
3 4 3 0 5368 3.38 Linearization
4 1 3 0 2513 0.08 Unmonitored
4 1 3 2 2513 0.08 NoVerify
4 1 3 2 2513 0.09 Counting
4 1 3 0 2513 0.49 Linearization
4 2 3 0 3933 0.15 Unmonitored
4 2 3 2 3933 0.37 NoVerify
4 2 3 2 3933 0.16 Counting
4 2 3 0 3933 1.54 Linearization
4 3 3 0 5875 0.46 Unmonitored
4 3 3 2 5875 0.24 NoVerify
4 3 3 2 5875 0.28 Counting
4 3 3 0 5875 3.87 Linearization
4 4 3 0 8343 0.3 Unmonitored
4 4 3 2 8343 0.42 NoVerify
4 4 3 2 8343 0.43 Counting
4 4 3 0 8343 8.72 Linearization
1 1 4 0 286 0.0 Unmonitored
1 1 4 2 286 0.0 NoVerify
1 1 4 2 286 0.0 Counting
1 1 4 0 286 0.01 Linearization
1 2 4 0 1476 0.03 Unmonitored
1 2 4 2 1476 0.03 NoVerify
1 2 4 2 1476 0.03 Counting
1 2 4 0 1476 0.09 Linearization
1 3 4 0 4593 0.21 Unmonitored
1 3 4 2 4593 0.18 NoVerify
1 3 4 2 4593 0.1 Counting
1 3 4 0 4593 0.59 Linearization
1 4 4 0 10129 0.49 Unmonitored
1 4 4 2 10129 1.85 NoVerify
1 4 4 2 10129 0.27 Counting
1 4 4 0 10129 2.82 Linearization
2 1 4 0 2244 0.04 Unmonitored
2 1 4 2 2244 0.04 NoVerify
2 1 4 2 2244 0.04 Counting
2 1 4 0 2244 0.15 Linearization
2 2 4 0 6189 0.12 Unmonitored
2 2 4 2 6189 0.14 NoVerify
2 2 4 2 6189 0.62 Counting
2 2 4 0 6189 0.94 Linearization
2 3 4 0 13769 0.34 Unmonitored
2 3 4 2 13769 0.4 NoVerify
2 3 4 2 13769 0.95 Counting
2 3 4 0 13769 4.18 Linearization
2 4 4 0 26163 1.79 Unmonitored
2 4 4 2 26163 0.82 NoVerify
2 4 4 2 26163 1.46 Counting
2 4 4 0 26163 15.56 Linearization
3 1 4 0 7967 0.43 Unmonitored
3 1 4 2 7967 0.19 NoVerify
3 1 4 2 7967 0.74 Counting
3 1 4 0 7967 1.11 Linearization
3 2 4 0 16568 0.42 Unmonitored
3 2 4 2 16568 0.48 NoVerify
3 2 4 2 16568 0.52 Counting
3 2 4 0 16568 5.16 Linearization
3 3 4 0 31486 1.72 Unmonitored
3 3 4 2 31486 1.05 NoVerify
3 3 4 2 31486 2.26 Counting
3 3 4 0 31486 19.69 Linearization
3 4 4 0 53274 3.19 Unmonitored
3 4 4 2 53274 2.16 NoVerify
3 4 4 2 53274 7.34 Counting
3 4 4 0 53274 62.59 Linearization
4 1 4 0 20361 0.78 Unmonitored
4 1 4 2 20361 1.13 NoVerify
4 1 4 2 20361 1.74 Counting
4 1 4 0 20361 5.76 Linearization
4 2 4 0 35946 1.07 Unmonitored
4 2 4 2 35946 1.28 NoVerify
4 2 4 2 35946 1.47 Counting
4 2 4 0 35946 23.41 Linearization
4 3 4 0 60209 1.91 Unmonitored
4 3 4 2 60209 2.5 NoVerify
4 3 4 2 60209 5.65 Counting
4 3 4 0 60209 73.2 Linearization
4 4 4 0 95434 3.41 Unmonitored
4 4 4 2 95434 4.56 NoVerify
4 4 4 2 95434 9.78 Counting
4 4 4 0 95434 206.4 Linearization
1 1 5 0 678 0.01 Unmonitored
1 1 5 2 678 0.01 NoVerify
1 1 5 2 678 0.01 Counting
1 1 5 0 678 0.02 Linearization
1 2 5 0 5445 0.08 Unmonitored
1 2 5 2 5445 0.51 NoVerify
1 2 5 2 5445 0.1 Counting
1 2 5 0 5445 0.34 Linearization
1 3 5 0 21888 0.42 Unmonitored
1 3 5 2 21888 0.47 NoVerify
1 3 5 2 21888 0.48 Counting
1 3 5 0 21888 3.38 Linearization
1 4 5 0 56788 1.26 Unmonitored
1 4 5 2 56788 1.49 NoVerify
1 4 5 2 56788 3.86 Counting
1 4 5 0 56788 20.46 Linearization
2 1 5 0 9244 0.16 Unmonitored
2 1 5 2 9244 0.18 NoVerify
2 1 5 2 9244 1.47 Counting
2 1 5 0 9244 0.62 Linearization
2 2 5 0 32590 0.94 Unmonitored
2 2 5 2 32590 2.89 NoVerify
2 2 5 2 32590 0.84 Counting
2 2 5 0 32590 5.48 Linearization
2 3 5 0 84401 3.19 Unmonitored
2 3 5 2 84401 18.33 NoVerify
2 3 5 2 84401 2.45 Counting
2 3 5 0 84401 33.45 Linearization
2 4 5 0 183070 5.16 Unmonitored
2 4 5 2 183070 6.1 NoVerify
2 4 5 2 183070 22.24 Counting
2 4 5 0 183070 161.62 Linearization
3 1 5 0 44506 0.95 Unmonitored
3 1 5 2 44506 9.01 NoVerify
3 1 5 2 44506 1.73 Counting
3 1 5 0 44506 7.48 Linearization
3 2 5 0 109481 20.22 Unmonitored
3 2 5 2 109481 3.19 NoVerify
3 2 5 2 109481 3.55 Counting
3 2 5 0 109481 46.27 Linearization
3 3 5 0 239539 17.35 Unmonitored
3 3 5 2 239539 18.46 NoVerify
3 3 5 2 239539 8.93 Counting
3 3 5 0 239539 218.58 Linearization
3 4 5 0 448578 14.2 Unmonitored
3 4 5 2 448578 17.15 NoVerify
3 4 5 2 448578 36.8 Counting
3 4 5 0 ? ? Linearization
4 1 5 0 141840 3.76 Unmonitored
4 1 5 2 141840 4.28 NoVerify
4 1 5 2 141840 16.63 Counting
4 1 5 0 141840 55.25 Linearization
4 2 5 0 283619 8.73 Unmonitored
4 2 5 2 283619 37.33 NoVerify
4 2 5 2 283619 11.42 Counting
4 2 5 0 283619 275.58 Linearization
4 3 5 0 531813 17.82 Unmonitored
4 3 5 2 531813 65.72 NoVerify
4 3 5 2 531813 64.2 Counting
4 3 5 0 ? ? Linearization
4 4 5 0 930141 71.02 Unmonitored
4 4 5 2 930141 85.58 NoVerify
4 4 5 2 930141 92.98 Counting
4 4 5 0 ? ? Linearization
